Teams,Coordinates,Longitude,Latitude
Patriots,"-71.177553, 42.135115",-71.177553, 42.135115
Browns,"-84.307688, 39.695193",-84.307688, 39.695193
Giants,"-92.984787, 44.861854",-92.984787, 44.861854
Titans,"-87.022482, 35.994568",-87.022482, 35.994568
Ravens,"174.161834, -37.292621",174.161834, -37.292621
Broncos,"174.161834, -37.292621",174.161834, -37.292621
Browns,"-81.133668, 29.127565",-81.133668, 29.127565
Packers,"-81.133668, 29.127565",-81.133668, 29.127565
Colts,"-81.133668, 29.127565",-81.133668, 29.127565
Dolphins,"-81.133668, 29.127565",-81.133668, 29.127565
Cowboys,"-90.137908, 29.889574",-90.137908, 29.889574
49ers,"-82.588866, 27.293114",-82.588866, 27.293114
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Eagles,"-76.037842, 40.315175",-76.037842, 40.315175
Patriots,"-115.384091, 36.129459",-115.384091, 36.129459
Raiders,"-115.384091, 36.129459",-115.384091, 36.129459
Redskins,"-82.644739, 37.201483",-82.644739, 37.201483
Panthers,"-78.818343, 35.715805",-78.818343, 35.715805
Jets,"-78.818343, 35.715805",-78.818343, 35.715805
Redskins,"-77.133063, 38.739648",-77.133063, 38.739648
Steelers,"-80.095586, 40.36158",-80.095586, 40.36158
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Redskins,"-82.644739, 37.201483",-82.644739, 37.201483
Giants,"-85.795777, 33.70816",-85.795777, 33.70816
49ers,"-85.795777, 33.70816",-85.795777, 33.70816
Saints,"-122.122469, 47.902213",-122.122469, 47.902213
49ers,"-122.122469, 47.902213",-122.122469, 47.902213
Colts,"-86.348441, 39.631677",-86.348441, 39.631677
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Cardinals,"-90.326022, 38.67006",-90.326022, 38.67006
Steelers,"-79.890005, 40.436156",-79.890005, 40.436156
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Ravens,"-76.697002, 39.188714",-76.697002, 39.188714
Steelers,"-103.664175, 20.583418",-103.664175, 20.583418
Cowboys,"-74.489529, 40.467252",-74.489529, 40.467252
Bears,"-82.688331, 27.424889",-82.688331, 27.424889
Cowboys,"-82.688331, 27.424889",-82.688331, 27.424889
Packers,"-82.688331, 27.424889",-82.688331, 27.424889
Rams,"-82.688331, 27.424889",-82.688331, 27.424889
Vikings,"-82.688331, 27.424889",-82.688331, 27.424889
Saints,"-82.688331, 27.424889",-82.688331, 27.424889
49ers,"-82.688331, 27.424889",-82.688331, 27.424889
Seahawks,"-82.688331, 27.424889",-82.688331, 27.424889
Titans,"-87.022482, 35.994568",-87.022482, 35.994568
Bears,"-82.688331, 27.424889",-82.688331, 27.424889
Cowboys,"-82.688331, 27.424889",-82.688331, 27.424889
Packers,"-82.688331, 27.424889",-82.688331, 27.424889
Rams,"-82.688331, 27.424889",-82.688331, 27.424889
Vikings,"-82.688331, 27.424889",-82.688331, 27.424889
Saints,"-82.688331, 27.424889",-82.688331, 27.424889
49ers,"-82.688331, 27.424889",-82.688331, 27.424889
Seahawks,"-82.688331, 27.424889",-82.688331, 27.424889
Giants,"-42.196098, -21.401747",-42.196098, -21.401747
Giants,"-42.196098, -21.401747",-42.196098, -21.401747
Bills,"-74.026675, 40.683935",-74.026675, 40.683935
Steelers,"-85.605166, 30.355644",-85.605166, 30.355644
Steelers,"-98.214955, 29.64544",-98.214955, 29.64544
Lions,"-93.329515, 44.889964",-93.329515, 44.889964
Chargers,"-79.487651, 37.886607",-79.487651, 37.886607
Redskins,"-79.639319, 43.403221",-79.639319, 43.403221
Cowboys,"-76.767088, 39.094164",-76.767088, 39.094164
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Chiefs,"-97.287293, 37.509588",-97.287293, 37.509588
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Cowboys,"-76.767088, 39.094164",-76.767088, 39.094164
Broncos,"-80.201223, 39.883276",-80.201223, 39.883276
Chiefs,"-83.67529, 36.540739",-83.67529, 36.540739
Cowboys,"-85.952048, 37.626084",-85.952048, 37.626084
Titans,"-85.952048, 37.626084",-85.952048, 37.626084
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Packers,"-73.726867, 43.287378",-73.726867, 43.287378
Redskins,"-73.726867, 43.287378",-73.726867, 43.287378
Raiders,"-104.778398, 50.39659",-104.778398, 50.39659
49ers,"-88.139804, 44.47174",-88.139804, 44.47174
Packers,"-38.700244, -13.02679",-38.700244, -13.02679
Giants,"-38.700244, -13.02679",-38.700244, -13.02679
Bears,"-112.323914, 33.29026",-112.323914, 33.29026
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Steelers,"-80.519851, 39.719801",-80.519851, 39.719801
Patriots,"-38.700244, -13.02679",-38.700244, -13.02679
Giants,"-38.700244, -13.02679",-38.700244, -13.02679
Patriots,"-38.700244, -13.02679",-38.700244, -13.02679
Giants,"-38.700244, -13.02679",-38.700244, -13.02679
Bears,"-91.651462, 41.71899",-91.651462, 41.71899
Cowboys,"-91.651462, 41.71899",-91.651462, 41.71899
Giants,"-85.795777, 33.70816",-85.795777, 33.70816
49ers,"-85.795777, 33.70816",-85.795777, 33.70816
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Packers,"-49.265811, -7.595408",-49.265811, -7.595408
Buccaneers,"-49.265811, -7.595408",-49.265811, -7.595408
Bills,"-73.701496, 40.582128",-73.701496, 40.582128
Steelers,"-80.095586, 40.36158",-80.095586, 40.36158
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Falcons,"-78.945693, 43.018942",-78.945693, 43.018942
Steelers,"-46.826039, -24.008814",-46.826039, -24.008814
Patriots,"-74.258193, 40.106536",-74.258193, 40.106536
Steelers,"-80.457446, 27.20569",-80.457446, 27.20569
Falcons,"-78.945693, 43.018942",-78.945693, 43.018942
Steelers,"-82.644739, 37.201483",-82.644739, 37.201483
Steelers,"-46.826039, -24.008814",-46.826039, -24.008814
Redskins,"-77.651963, 37.55723",-77.651963, 37.55723
Packers,"-43.795449, -23.08302",-43.795449, -23.08302
49ers,"-43.795449, -23.08302",-43.795449, -23.08302
Packers,"-92.889433, 42.491921",-92.889433, 42.491921
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Broncos,"-104.92104, 39.322269",-104.92104, 39.322269
Giants,"-46.826039, -24.008814",-46.826039, -24.008814
Steelers,"-46.826039, -24.008814",-46.826039, -24.008814
Packers,"-48.703962, -25.733914",-48.703962, -25.733914
Bears,"-73.701496, 40.582128",-73.701496, 40.582128
Ravens,"30.790905, -27.317418",30.790905, -27.317418
Rams,"-43.795449, -23.08302",-43.795449, -23.08302
Cowboys,"-98.778559, 29.141956",-98.778559, 29.141956
Packers,"-93.860053, 42.445382",-93.860053, 42.445382
Bears,"-88.262986, 41.855075",-88.262986, 41.855075
Colts,"-86.113129, 39.694302",-86.113129, 39.694302
Raiders,"-115.384091, 36.129459",-115.384091, 36.129459
Cowboys,"-97.538285, 32.569477",-97.538285, 32.569477
Rams,"-43.795449, -23.08302",-43.795449, -23.08302
Patriots,"-43.795449, -23.08302",-43.795449, -23.08302
Falcons,"-111.960775, 33.435864",-111.960775, 33.435864
Browns,"-111.960775, 33.435864",-111.960775, 33.435864
Cowboys,"-111.960775, 33.435864",-111.960775, 33.435864
Chiefs,"-111.960775, 33.435864",-111.960775, 33.435864
Cowboys,"-43.795449, -23.08302",-43.795449, -23.08302
49ers,"-43.795449, -23.08302",-43.795449, -23.08302
Ravens,"-118.517358, 33.995177",-118.517358, 33.995177
Patriots,"-118.517358, 33.995177",-118.517358, 33.995177
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-55.623811, -9.645294",-55.623811, -9.645294
Seahawks,"-55.623811, -9.645294",-55.623811, -9.645294
Jets,"-49.265811, -7.595408",-49.265811, -7.595408
Buccaneers,"-49.265811, -7.595408",-49.265811, -7.595408
Giants,"-43.795449, -23.08302",-43.795449, -23.08302
49ers,"-43.795449, -23.08302",-43.795449, -23.08302
Steelers,"-85.605166, 30.355644",-85.605166, 30.355644
Redskins,"-77.47102, 39.049757",-77.47102, 39.049757
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Broncos,"-104.92104, 39.322269",-104.92104, 39.322269
Broncos,"-104.92104, 39.322269",-104.92104, 39.322269
Cowboys,"-98.778559, 29.141956",-98.778559, 29.141956
Broncos,"-97.521372, 35.284155",-97.521372, 35.284155
Eagles,"-79.639319, 43.403221",-79.639319, 43.403221
Buccaneers,"-79.639319, 43.403221",-79.639319, 43.403221
Ravens,"-76.711521, 39.197211",-76.711521, 39.197211
Ravens,"-87.940033, 41.644102",-87.940033, 41.644102
Ravens,"-97.822813, 32.39284",-97.822813, 32.39284
Giants,"-43.795449, -23.08302",-43.795449, -23.08302
Packers,"-38.638212, -3.88818",-38.638212, -3.88818
Seahawks,"-122.436232, 47.495315",-122.436232, 47.495315
Steelers,"-85.605166, 30.355644",-85.605166, 30.355644
Raiders,"-104.778398, 50.39659",-104.778398, 50.39659
Raiders,"-115.384091, 36.129459",-115.384091, 36.129459
Chiefs,"-80.321683, 25.70904",-80.321683, 25.70904
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Giants,"-35.019805, -8.157554",-35.019805, -8.157554
Cowboys,"-76.767088, 39.094164",-76.767088, 39.094164
49ers,"-88.139804, 44.47174",-88.139804, 44.47174
Cowboys,"-98.778559, 29.141956",-98.778559, 29.141956
Giants,"-76.858515, 38.930188",-76.858515, 38.930188
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Steelers,"-80.095586, 40.36158",-80.095586, 40.36158
49ers,"-88.139804, 44.47174",-88.139804, 44.47174
Patriots,"-38.700244, -13.02679",-38.700244, -13.02679
Giants,"-38.700244, -13.02679",-38.700244, -13.02679
Eagles,"-51.306148, -30.268807",-51.306148, -30.268807
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Patriots,"-43.416139, -22.813278",-43.416139, -22.813278
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Cowboys,"-44.640141, -23.226788",-44.640141, -23.226788
Packers,"-44.640141, -23.226788",-44.640141, -23.226788
Cowboys,"-60.802071, -3.221228",-60.802071, -3.221228
Patriots,"-60.802071, -3.221228",-60.802071, -3.221228
Ravens,"-79.487651, 37.886607",-79.487651, 37.886607
Raiders,"-83.67529, 36.540739",-83.67529, 36.540739
Packers,"-48.703962, -25.733914",-48.703962, -25.733914
Broncos,"-104.910562, 38.741142",-104.910562, 38.741142
Texans,"-104.910562, 38.741142",-104.910562, 38.741142
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Cowboys,"-74.026675, 40.683935",-74.026675, 40.683935
Rams,"-74.026675, 40.683935",-74.026675, 40.683935
Jets,"-74.026675, 40.683935",-74.026675, 40.683935
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Patriots,"-38.380682, -12.91102",-38.380682, -12.91102
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Ravens,"-85.605166, 30.355644",-85.605166, 30.355644
Bills,"-78.799913, 42.863516",-78.799913, 42.863516
Browns,"-81.133668, 29.127565",-81.133668, 29.127565
Packers,"-81.133668, 29.127565",-81.133668, 29.127565
Colts,"-81.133668, 29.127565",-81.133668, 29.127565
Dolphins,"-81.133668, 29.127565",-81.133668, 29.127565
Buccaneers,"-81.133668, 29.127565",-81.133668, 29.127565
Packers,"-48.703962, -25.733914",-48.703962, -25.733914
Broncos,"-116.050004, 44.35821",-116.050004, 44.35821
Cowboys,"-74.026675, 40.683935",-74.026675, 40.683935
Rams,"-74.026675, 40.683935",-74.026675, 40.683935
Jets,"-74.026675, 40.683935",-74.026675, 40.683935
Cowboys,"-98.764721, 29.495566",-98.764721, 29.495566
Chargers,"-98.764721, 29.495566",-98.764721, 29.495566
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
49ers,"-38.380682, -12.91102",-38.380682, -12.91102
Cowboys,"-74.026675, 40.683935",-74.026675, 40.683935
Rams,"-74.026675, 40.683935",-74.026675, 40.683935
Jets,"-74.026675, 40.683935",-74.026675, 40.683935
Cowboys,"-98.764721, 29.495566",-98.764721, 29.495566
Texans,"-98.764721, 29.495566",-98.764721, 29.495566
Chargers,"-98.764721, 29.495566",-98.764721, 29.495566
49ers,"-120.573866, 34.702474",-120.573866, 34.702474
Cowboys,"-74.026675, 40.683935",-74.026675, 40.683935
Rams,"-74.026675, 40.683935",-74.026675, 40.683935
Jets,"-74.026675, 40.683935",-74.026675, 40.683935
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Packers,"-43.645124, -22.783968",-43.645124, -22.783968
Patriots,"-43.645124, -22.783968",-43.645124, -22.783968
Packers,"-46.826039, -24.008814",-46.826039, -24.008814
Eagles,"-43.795449, -23.08302",-43.795449, -23.08302
Packers,"-43.795449, -23.08302",-43.795449, -23.08302
Redskins,"-76.22808, 36.672684",-76.22808, 36.672684
Ravens,"-77.395515, 38.863569",-77.395515, 38.863569
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Patriots,"-38.380682, -12.91102",-38.380682, -12.91102
Ravens,"-85.847503, 38.108678",-85.847503, 38.108678
Colts,"-88.151014, 44.445096",-88.151014, 44.445096
Cowboys,"-98.778559, 29.141956",-98.778559, 29.141956
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Eagles,"-43.795449, -23.08302",-43.795449, -23.08302
Patriots,"-46.821875, -23.647184",-46.821875, -23.647184
Eagles,"-46.821875, -23.647184",-46.821875, -23.647184
Cowboys,"-106.645646, 25.837092",-106.645646, 25.837092
Patriots,"-46.826039, -24.008814",-46.826039, -24.008814
Eagles,"-46.826039, -24.008814",-46.826039, -24.008814
49ers,"-46.942935, -22.094657",-46.942935, -22.094657
Patriots,"-95.823268, 29.522325",-95.823268, 29.522325
Raiders,"-95.823268, 29.522325",-95.823268, 29.522325
Falcons,"-78.945693, 43.018942",-78.945693, 43.018942
Bears,"-89.671507, 42.581987",-89.671507, 42.581987
Packers,"-88.0601, 44.501619",-88.0601, 44.501619
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Redskins,"-81.597501, 46.195652",-81.597501, 46.195652
Packers,"-81.597501, 46.195652",-81.597501, 46.195652
Redskins,"-81.597501, 46.195652",-81.597501, 46.195652
Bears,"-89.671507, 42.581987",-89.671507, 42.581987
Giants,"-122.515276, 37.565624",-122.515276, 37.565624
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Rams,"-98.778559, 29.141956",-98.778559, 29.141956
Rams,"-91.51308, 36.970298",-91.51308, 36.970298
49ers,"-91.51308, 36.970298",-91.51308, 36.970298
Raiders,"-43.795449, -23.08302",-43.795449, -23.08302
Ravens,"-74.40771, 41.010888",-74.40771, 41.010888
Redskins,"-74.40771, 41.010888",-74.40771, 41.010888
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Packers,"-48.703962, -25.733914",-48.703962, -25.733914
Patriots,"-48.703962, -25.733914",-48.703962, -25.733914
Ravens,"-74.40771, 41.010888",-74.40771, 41.010888
Redskins,"-74.40771, 41.010888",-74.40771, 41.010888
Panthers,"-85.605166, 30.355644",-85.605166, 30.355644
Steelers,"-85.605166, 30.355644",-85.605166, 30.355644
Packers,"-122.122461, 47.555473",-122.122461, 47.555473
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Cowboys,"-48.703962, -25.733914",-48.703962, -25.733914
Packers,"-48.703962, -25.733914",-48.703962, -25.733914
Redskins,"-74.594236, 40.982388",-74.594236, 40.982388
Panthers,"-81.046876, 35.001706",-81.046876, 35.001706
Chiefs,"-0.100615, 51.681067",-0.100615, 51.681067
Patriots,"-0.100615, 51.681067",-0.100615, 51.681067
Seahawks,"-122.703122, 48.445844",-122.703122, 48.445844
49ers,"-72.994697, 41.233074",-72.994697, 41.233074
Raiders,"-43.795449, -23.08302",-43.795449, -23.08302
Patriots,"-46.826039, -24.008814",-46.826039, -24.008814
Eagles,"-46.826039, -24.008814",-46.826039, -24.008814
Cowboys,"-98.778559, 29.141956",-98.778559, 29.141956
Steelers,"-85.605166, 30.355644",-85.605166, 30.355644
Patriots,"-43.795449, -23.08302",-43.795449, -23.08302
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Steelers,"-79.487651, 37.886607",-79.487651, 37.886607
Jets,"-90.568524, 41.809978",-90.568524, 41.809978
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Steelers,"-114.818269, 31.332246",-114.818269, 31.332246
Browns,"-84.513157, 33.412687",-84.513157, 33.412687
Ravens,"-76.273881, 39.446997",-76.273881, 39.446997
Packers,"-119.483186, 35.122091",-119.483186, 35.122091
Chiefs,"-119.483186, 35.122091",-119.483186, 35.122091
Vikings,"-119.483186, 35.122091",-119.483186, 35.122091
Cardinals,"-38.700244, -13.02679",-38.700244, -13.02679
Raiders,"-38.700244, -13.02679",-38.700244, -13.02679
Giants,"-117.80156, 34.086183",-117.80156, 34.086183
Redskins,"-77.158594, 38.940225",-77.158594, 38.940225
Ravens,"-87.940033, 41.644102",-87.940033, 41.644102
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-80.248975, 25.986228",-80.248975, 25.986228
Broncos,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Redskins,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-80.201223, 39.883276",-80.201223, 39.883276
Eagles,"-75.280284, 39.871811",-75.280284, 39.871811
Ravens,"-85.605166, 30.355644",-85.605166, 30.355644
Cowboys,"-73.933612, 40.785365",-73.933612, 40.785365
Rams,"-73.933612, 40.785365",-73.933612, 40.785365
Jets,"-73.933612, 40.785365",-73.933612, 40.785365
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Cardinals,"-38.380682, -12.91102",-38.380682, -12.91102
Patriots,"-43.795449, -23.08302",-43.795449, -23.08302
Steelers,"-79.890005, 40.436156",-79.890005, 40.436156
Vikings,"-43.795449, -23.08302",-43.795449, -23.08302
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Cowboys,"-85.404424, 34.983674",-85.404424, 34.983674
Patriots,"-38.700244, -13.02679",-38.700244, -13.02679
Chargers,"-122.436232, 47.495315",-122.436232, 47.495315
Giants,"-122.436232, 47.495315",-122.436232, 47.495315
Jets,"-122.436232, 47.495315",-122.436232, 47.495315
Chargers,"-122.436232, 47.495315",-122.436232, 47.495315
Giants,"-122.436232, 47.495315",-122.436232, 47.495315
Jets,"-122.436232, 47.495315",-122.436232, 47.495315
Patriots,"-43.710315, -21.608804",-43.710315, -21.608804
Cowboys,"-43.795449, -23.08302",-43.795449, -23.08302
Giants,"-38.700244, -13.02679",-38.700244, -13.02679
Raiders,"-38.700244, -13.02679",-38.700244, -13.02679
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Saints,"-98.295824, 26.143437",-98.295824, 26.143437
Packers,"-43.795449, -23.08302",-43.795449, -23.08302
Giants,"-43.795449, -23.08302",-43.795449, -23.08302
Giants,"-73.343986, 40.710649",-73.343986, 40.710649
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Seahawks,"-38.700244, -13.02679",-38.700244, -13.02679
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Redskins,"-90.137908, 29.889574",-90.137908, 29.889574
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Bears,"-87.078065, 36.217571",-87.078065, 36.217571
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Eagles,"-75.280284, 39.871811",-75.280284, 39.871811
Seahawks,"-122.240397, 47.642154",-122.240397, 47.642154
Cowboys,"-46.719187, -23.051562",-46.719187, -23.051562
Packers,"-46.719187, -23.051562",-46.719187, -23.051562
Chiefs,"-94.733122, 38.868002",-94.733122, 38.868002
Chiefs,"-94.733122, 38.868002",-94.733122, 38.868002
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Seahawks,"-122.122461, 47.555473",-122.122461, 47.555473
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Packers,"-46.826039, -24.008814",-46.826039, -24.008814
Patriots,"-46.826039, -24.008814",-46.826039, -24.008814
Broncos,"-43.795449, -23.08302",-43.795449, -23.08302
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Patriots,"-54.923521, -21.584578",-54.923521, -21.584578
Colts,"-77.753839, 43.145239",-77.753839, 43.145239
Patriots,"-43.416139, -22.813278",-43.416139, -22.813278
Steelers,"-118.448451, 33.976882",-118.448451, 33.976882
Packers,"-48.703962, -25.733914",-48.703962, -25.733914
